,Town,Region,Country,Town Code,Website,Phone,Postal Code,Mayor,Population,Area,Altitude,LAT,LONG,URL,Inhabitants/Km2
975,Restrepo,Valle Del Cauca,Colombia,76606,http://www.restrepo-valle.gov.co,+5722522760,760540,Armando Vélez Vélez,13881,248.0,1400,3.82161,-76.5224,https://www.municipio.com.co/municipio-restrepo-vac.html,56.0
976,San Pedro,Valle Del Cauca,Colombia,76670,http://www.sanpedro-valle.gov.co,+5722385353,763030,james guarin vasquez,15428,197.0,980,3.99304,-76.228,https://www.municipio.com.co/municipio-san-pedro-vac.html,78.3
977,La Victoria,Valle Del Cauca,Colombia,76403,http://www.lavictoria-valle.gov.co,+5722202165,762510,Gilberto Cataño Marín,13722,278.0,915,4.517,-76.033,https://www.municipio.com.co/municipio-la-victoria-vac.html,49.4
978,Alcalá,Valle Del Cauca,Colombia,76020,http://www.alcala-valle.gov.co,+5722004141,762040,Javier Andres Herrera Hurtado,12716,64.0,1220,4.67429,-75.7832,https://www.municipio.com.co/municipio-alcala.html,198.7
979,El Cairo,Valle Del Cauca,Colombia,76246,http://www.elcairo-valle.gov.co,+5722077141,761508,Gonzalo Corrales Arcila,9105,274.0,1896,4.76189,-76.2194,https://www.municipio.com.co/municipio-el-cairo.html,33.2
980,La Cumbre,Valle Del Cauca,Colombia,76377,http://www.alcala-valle.gov.co,+5722004141,760510,Alberto Antonio Valarde Tabares,10822,165.0,1529,3.64877,-76.5679,https://www.municipio.com.co/municipio-la-cumbre.html,65.6
981,Vijes,Valle Del Cauca,Colombia,76869,http://www.vijes-valle.gov.co,+5722520083,760550,Diana Carolina Castaño Londoño,9592,122.0,964,3.69948,-76.4426,https://www.municipio.com.co/municipio-vijes.html,78.6
982,El Águila,Valle Del Cauca,Colombia,76243,http://www.elaguila-valle.gov.co,+5722066140,762007,Gilder Lopez Serna,9224,255.0,1759,4.91027,-76.0421,https://www.municipio.com.co/municipio-el-aguila.html,36.2
983,Versalles,Valle Del Cauca,Colombia,76863,http://www.versalles-valle.gov.co,+5722213030,761537,Diego Fernando Mejia Millan,7987,462.0,1786,4.583,-76.2,https://www.municipio.com.co/municipio-versalles.html,17.3
984,Argelia,Valle Del Cauca,Colombia,76054,http://www.argelia-valle.gov.co,+5722068141,761510,Jaime Alberto Chalarca Yepes ,5891,88.0,1591,4.72391,-76.1186,https://www.municipio.com.co/municipio-argelia-vac.html,66.9
985,El Dovio,Valle Del Cauca,Colombia,76250,http://www.eldovio-valle.gov.co,+5722229076,761560,José Gustavo Padilla Orozco,9090,297.0,1418,4.50832,-76.2373,https://www.municipio.com.co/municipio-el-dovio.html,30.6
986,Ulloa,Valle Del Cauca,Colombia,76845,http://www.ulloa-valle.gov.co,+5722075119,762030,Martha Lucia Bedoya Patiño,5166,43.0,1409,4.7,-75.733,https://www.municipio.com.co/municipio-ulloa.html,120.1
987,Chaparral,Tolima,Colombia,73168,http://www.chaparral-tolima.gov.co,+5782460238,735568,Humberto Buenaventura Lasso,46090,2229.0,854,3.72414,-75.4836,https://www.municipio.com.co/municipio-chaparral.html,20.7
988,Espinal,Tolima,Colombia,73268,http://www.elespinal-tolima.gov.co,+5782487144,733528,Mauricio Ortiz Monroy,75375,231.0,323,4.15,-74.883,https://www.municipio.com.co/municipio-espinal.html,326.3
989,Líbano,Tolima,Colombia,73411,http://www.libano-tolima.gov.co,+5782564200,731048,Jose German Castellanos Herrera,41650,291.0,1565,4.92199,-75.0614,https://www.municipio.com.co/municipio-libano.html,143.1
990,Ibagué,Tolima,Colombia,73001,http://www.alcaldiadeibague.gov.co,+5782611855,730007,Guillermo Alfonso Jaramillo Martinez,541101,1439.0,1168,4.433,-75.217,https://www.municipio.com.co/municipio-ibague.html,376.0
991,Mariquita,Tolima,Colombia,73443,http://www.sansebastiandemariquita-tolima.gov.co,+5782522151,732020,Alejandro Galindo Rincon,32642,291.0,495,5.20002,-74.8973,https://www.municipio.com.co/municipio-mariquita.html,112.2
992,Melgar,Tolima,Colombia,73449,http://www.melgar-tolima.gov.co,+5782451156,734001,Agustin Manrique Galeano,32636,209.0,306,4.2,-74.65,https://www.municipio.com.co/municipio-melgar.html,156.2
993,Guamo,Tolima,Colombia,73319,http://www.elguamo-tolima.gov.co,+5782270026,733548,Jorge Enrique Mellado Vera,34254,523.0,297,4.017,-74.967,https://www.municipio.com.co/municipio-guamo.html,65.5
994,Honda,Tolima,Colombia,73349,http://www.honda-tolima.gov.co,+5782514352,732048,Juan Guillermo Beltran Amortegui,26873,310.0,243,5.19831,-74.7486,https://www.municipio.com.co/municipio-honda.html,86.7
995,Fresno,Tolima,Colombia,73283,http://www.fresno-tolima.gov.co,+5782582028,731567,Carlos Andres Lopez Chica,30750,232.0,1462,5.15,-75.033,https://www.municipio.com.co/municipio-fresno.html,132.5
996,Purificación,Tolima,Colombia,73585,http://www.purificacion-tolima.gov.co,+5782280250,734501,Cristian Andrés Barragán,27586,433.0,298,3.85963,-74.9307,https://www.municipio.com.co/municipio-purificacion.html,63.7
997,Ortega,Tolima,Colombia,73504,http://www.ortega-tolima.gov.co,+5782258106,735501,Diego Arbey Matiz Garzon,30536,960.0,382,3.933,-75.217,https://www.municipio.com.co/municipio-ortega.html,31.8
998,Planadas,Tolima,Colombia,73555,http://www.planadas-tolima.gov.co,+5782265033,735077,Jose Funor Dussan Garcia,25442,1445.0,1278,3.2,-75.65,https://www.municipio.com.co/municipio-planadas.html,17.6
999,Rioblanco,Tolima,Colombia,73616,http://www.rioblanco-tolima.gov.co,+5782256032,735580,Delcy Esperanza Isaza Buenaventura,24993,1136.0,1047,3.52953,-75.6454,https://www.municipio.com.co/municipio-rioblanco.html,22.0
1000,Coyaima,Tolima,Colombia,73217,http://www.coyaima-tolima.gov.co,+5782278440,735020,Oswaldo Mauricio Alape Arias ,27733,667.0,345,3.79694,-75.1946,https://www.municipio.com.co/municipio-coyaima.html,41.6
1001,Flandes,Tolima,Colombia,73275,http://www.alpujarra-tolima.gov.co,+5782261011,733510,Santos Eduardo Suárez Montaño,27683,100.0,274,4.283,-74.817,https://www.municipio.com.co/municipio-flandes.html,276.8
1002,Rovira,Tolima,Colombia,73624,http://www.rovira-tolima.gov.co,+5782880066,733047,Luis Jorge Rodríguez Peña,21250,733.0,880,4.23891,-75.2407,https://www.municipio.com.co/municipio-rovira.html,29.0
1003,Natagaima,Tolima,Colombia,73483,http://www.natagaima-tolima.gov.co,+5782269020,735001,Astrid Pava Yara,20268,862.0,307,3.617,-75.1,https://www.municipio.com.co/municipio-natagaima.html,23.5
1004,San Luis,Tolima,Colombia,73678,http://www.sanluis-tolima.gov.co,+5782252010,733007,Silverio Góngora Martínez,13447,425.0,465,4.133,-75.1,https://www.municipio.com.co/municipio-san-luis-tol.html,31.6
1005,Venadillo,Tolima,Colombia,73861,http://www.venadillo-tolima.gov.co,+5782840270,730580,Ilber Beltran,18576,358.0,322,4.717,-74.933,https://www.municipio.com.co/municipio-venadillo.html,51.9
1006,Lérida,Tolima,Colombia,73408,http://www.lerida-tolima.gov.co,+5782890932,731020,Carolina Hurtado Barrera ,18115,281.0,340,4.867,-74.917,https://www.municipio.com.co/municipio-lerida.html,64.5
1007,San Antonio,Tolima,Colombia,73675,http://www.sanantonio-tolima.gov.co,+5782253006,735530,Ismael Cruz Neira,14970,407.0,1344,3.9,-75.483,https://www.municipio.com.co/municipio-san-antonio.html,36.8
1008,Cajamarca,Tolima,Colombia,73124,http://www.cajamarca-tolima.gov.co,+5782870015,732501,Luis Evelio Gomez Velasco,19501,520.0,1814,4.44166,-75.4272,https://www.municipio.com.co/municipio-cajamarca.html,37.5
1009,Icononzo,Tolima,Colombia,73352,http://www.icononzo-tolima.gov.co,+573222690749,734028,Jorge Enrique Garcia Orjuela,10130,220.0,1162,4.183,-74.533,https://www.municipio.com.co/municipio-icononzo.html,46.0
1010,Villahermosa,Tolima,Colombia,73870,http://www.villahermosa-tolima.gov.co,+5782533427,731508,German De Jesus Uribe Arcila ,10919,285.0,2022,5.033,-75.117,https://www.municipio.com.co/municipio-villahermosa.html,38.3
1011,Saldaña,Tolima,Colombia,73671,http://www.saldana-tolima.gov.co,+5782266035,733570,Jorge Lozano Arciniegas,14732,214.0,299,3.933,-75.017,https://www.municipio.com.co/municipio-saldana.html,68.8
1012,Armero,Tolima,Colombia,73055,https://www.armeroguayabal-tolima.gov.co/,+573184489161,732060,Medardo Ortega Fonseca,12852,451.0,282,5.03046,-74.8865,https://www.municipio.com.co/municipio-armero.html,28.5
1013,Ataco,Tolima,Colombia,73067,http://www.ataco-tolima.gov.co,+5782240042,735050,Jader Armel Ochoa Mappe,15665,1122.0,446,3.59069,-75.3822,https://www.municipio.com.co/municipio-ataco.html,14.0
1014,Coello,Tolima,Colombia,73200,http://www.coello-tolima.gov.co,+5782886074,733501,Ernesto Bernardo Cuero Portela,8940,349.0,276,4.283,-74.9,https://www.municipio.com.co/municipio-coello.html,25.6
1015,Herveo,Tolima,Colombia,73347,http://www.herveo-tolima.gov.co,+5782539028,731540,Arbeis Rojas Rubio,8901,343.0,2313,5.08034,-75.1768,https://www.municipio.com.co/municipio-herveo.html,26.0
1016,Cunday,Tolima,Colombia,73226,http://www.cunday-tolima.gov.co,+5782477090,734047,Evelio Giron Molina,8445,518.0,454,4.06051,-74.693,https://www.municipio.com.co/municipio-cunday.html,16.3
1017,Carmen de Apicalá,Tolima,Colombia,73148,http://www.carmendeapicala-tolima.gov.co,+5782478180,733590,Gilberto Bustamante,8330,202.0,297,4.15,-74.75,https://www.municipio.com.co/municipio-carmen-de-apicala.html,41.2
1018,Alvarado,Tolima,Colombia,73026,http://www.alvarado-tolima.gov.co,+5782820114,730528,Pablo Emilio Lopez Trujillo,8873,347.0,406,4.567,-74.95,https://www.municipio.com.co/municipio-alvarado.html,25.6
1019,Anzoátegui,Tolima,Colombia,73043,http://www.anzoategui-tolima.gov.co,+5782810088,730540,Oscar Fernando Tovar Bernal ,8371,475.0,1936,4.63169,-75.094,https://www.municipio.com.co/municipio-anzoategui.html,17.6
1020,Prado,Tolima,Colombia,73563,http://www.prado-tolima.gov.co,+5782277539,734527,Nestor Augusto Trujillo Paez,8605,448.0,304,3.75,-74.933,https://www.municipio.com.co/municipio-prado.html,19.2
1021,Palocabildo,Tolima,Colombia,73520,http://www.palocabildo-tolima.gov.co,+5782529940,731587,Hener Eduardo Salinas Martinez,9433,65.0,1471,5.12027,-75.023,https://www.municipio.com.co/municipio-palocabildo.html,145.1
1022,Valle de San Juan,Tolima,Colombia,73854,http://www.valledesanjuan-tolima.gov.co,+5782885056,733027,Germán Guarnizo Bonilla,6131,198.0,584,4.19885,-75.1171,https://www.municipio.com.co/municipio-valle-de-san-juan.html,31.0
1023,Casabianca,Tolima,Colombia,73152,http://www.casabianca-tolima.gov.co,+5782548596,731520,Jorge Cifuentes Prada,6793,123.0,2042,5.07795,-75.1208,https://www.municipio.com.co/municipio-casabianca.html,55.2
1024,Roncesvalles,Tolima,Colombia,73622,http://www.roncesvalles-tolima.gov.co,+573133557642,735557,Omar Ricardo Espinoza,6090,790.0,2590,4.01034,-75.6051,https://www.municipio.com.co/municipio-roncesvalles.html,7.7
1025,Falán,Tolima,Colombia,73270,http://www.falan-tolima.gov.co,+5782528086,732008,Fredy Hernan Reyes Bohorquez,7923,188.0,967,5.12326,-74.9523,https://www.municipio.com.co/municipio-falan.html,42.1
1026,Ambalema,Tolima,Colombia,73030,http://www.ambalema-tolima.gov.co,+5782856192,731007,Juan Carlos Chavarro Rojas,7563,239.0,259,4.783,-74.767,https://www.municipio.com.co/municipio-ambalema.html,31.6
1027,Santa Isabel,Tolima,Colombia,73686,http://www.santaisabel-tolima.gov.co,+573134958481,730560,Rodolfo Andres Lopez Sierra,6453,271.0,2228,4.717,-75.1,https://www.municipio.com.co/municipio-santa-isabel.html,23.8
1028,Dolores,Tolima,Colombia,73236,http://www.dolores-tolima.gov.co,+5782268591,734547,Gelman Betancourt Ramirez,5636,672.0,1290,3.533,-74.9,https://www.municipio.com.co/municipio-dolores.html,8.4
1029,Villarrica,Tolima,Colombia,73873,http://www.villarrica-tolima.gov.co,+5782475070,734067,Hernando Trujillo Trujillo,6010,445.0,1104,3.93507,-74.602,https://www.municipio.com.co/municipio-villarrica.html,13.5
1030,Piedras,Tolima,Colombia,73547,http://www.piedras-tolima.gov.co,+5782834024,730507,Rogelio Montealegre Murillo,5370,361.0,403,4.54075,-74.8807,https://www.municipio.com.co/municipio-piedras.html,14.9
1031,Alpujarra,Tolima,Colombia,73024,http://www.alpujarra-tolima.gov.co,+5782261011,734567,Alexander Diaz Martinez,5098,517.0,1296,3.39193,-74.9323,https://www.municipio.com.co/municipio-alpujarra.html,9.9
1032,Murillo,Tolima,Colombia,73461,http://www.murillo-tolima.gov.co,+5782532065,731067,Martha Cecilia Sanchez Leon,4953,443.0,293,3.8,-74.95,https://www.municipio.com.co/municipio-murillo.html,11.2
1033,Suárez,Tolima,Colombia,73770,http://www.suarez-tolima.gov.co,+5782883188,733580,Luis Angel Gomez Lizcano,4472,194.0,290,4.04818,-74.8319,https://www.municipio.com.co/municipio-suarez-tol.html,23.1
1034,Bucaramanga,Santander,Colombia,68001,http://www.bucaramanga.gov.co,+5776334208,680006,Rodolfo Hernandez Suarez,509918,154.0,950,7.11392,-73.1198,https://www.municipio.com.co/municipio-bucaramanga.html,3311.2
1035,Barrancabermeja,Santander,Colombia,68081,http://www.barrancabermeja.gov.co,+5776222972,687037,Alfonso Eljach Manrique,187311,1274.0,76,7.067,-73.867,https://www.municipio.com.co/municipio-barrancabermeja.html,147.0
1036,Floridablanca,Santander,Colombia,68276,http://www.floridablanca.gov.co,+5776497777,681008,Carlos Roberto Alexander Avila Aguilar,252472,101.0,878,7.06231,-73.0934,https://www.municipio.com.co/municipio-floridablanca.html,2499.7
1037,Piedecuesta,Santander,Colombia,68547,http://www.alcaldiadepiedecuesta.gov.co/alcaldiamayor,+5776561529,681011,Angel De Jesús Becerra Ayala,116914,481.0,1005,6.98743,-73.0495,https://www.municipio.com.co/municipio-piedecuesta.html,243.1
1038,San Juan de Girón,Santander,Colombia,68307000,http://www.giron-santander.gov.co,+5776461336,N/A,Héctor Josué Quintero Jaimes,135531,681.0,701,7.067,-73.167,https://www.municipio.com.co/municipio-giron.html,199.0
1039,Cimitarra,Santander,Colombia,68190,http://www.cimitarra-santander.gov.co,+5776059219,686048,Henry Riaño Castillo,32124,2847.0,149,6.317,-73.95,https://www.municipio.com.co/municipio-cimitarra.html,11.3
1040,San Gil,Santander,Colombia,68679,http://www.sangil.gov.co,+5777245655,684038,Álvaro Josué Agón Martínez,42988,150.0,1140,6.55,-73.133,https://www.municipio.com.co/municipio-san-gil.html,286.6
1041,Puerto Wilches,Santander,Colombia,68575,http://www.puertowilches-santander.gov.co,+5776230050,687067,Zandalio Duran Rojas,31058,1588.0,60,7.348,-73.8989,https://www.municipio.com.co/municipio-puerto-wilches.html,19.6
1042,Lebrija,Santander,Colombia,68406,http://www.lebrija-santander.gov.co,+5776567083,687571,Sergio Alonso Valenzuela Isabella,30984,541.0,1040,7.117,-73.217,https://www.municipio.com.co/municipio-lebrija.html,57.3
1043,San Vicente de Chucurí,Santander,Colombia,68689,http://www.sanvicentedechucuri-santander.gov.co,+5776255211,686547,Emilce Suárez Pimiento,28084,1104.0,593,6.883,-73.417,https://www.municipio.com.co/municipio-san-vicente-san.html,25.4
1044,Sabana de Torres,Santander,Colombia,68655,http://www.sabanadetorres-santander.gov.co,+5776293412,687007,Jose Ariel Rivera Arciniegas,19448,1163.0,110,7.4,-73.5,https://www.municipio.com.co/municipio-sabana-de-torres.html,16.7
1045,Vélez,Santander,Colombia,68861,http://www.velez-santander.gov.co,+5777563371,685569,Yaned Cristina Grandas Castañeda,19265,452.0,2078,6.017,-73.667,https://www.municipio.com.co/municipio-velez.html,42.6
1046,Los Santos,Santander,Colombia,68418,http://www.lossantos-santander.gov.co,+5777269650,684009,Adriana Diaz Badillo,10614,293.0,1096,6.75,-73.1,https://www.municipio.com.co/municipio-los-santos.html,36.2
1047,Rionegro,Santander,Colombia,68615,http://www.rionegro-santander.gov.co,+5776290150,687511,Wilson Vicente Gonzalez Reyes,26768,1253.0,1096,6.75,-73.1,https://www.municipio.com.co/municipio-rionegro-san.html,21.4
1048,Charalá,Santander,Colombia,68167,http://www.charala-santander.gov.co,+5776258255,682558,Gil Antonio Méndez Méndez,11119,411.0,1259,6.283,-73.15,https://www.municipio.com.co/municipio-charala.html,27.1
1049,Puerto Parra,Santander,Colombia,68573,http://www.puertoparra-santander.gov.co,+5776275079,686008,Carlos Ballesteros Gómez,6462,745.0,89,6.65,-74.067,https://www.municipio.com.co/municipio-puerto-parra.html,8.7
1050,Puente Nacional,Santander,Colombia,68572,http://www.puentenacional-santander.gov.co,+5777587038,684521,José David Beltrán,14243,273.0,1700,5.883,-73.683,https://www.municipio.com.co/municipio-puente-nacional.html,52.2
1051,Zapatoca,Santander,Colombia,68895,http://www.zapatoca-santander.gov.co,+5776252122,684068,Hernán Agredo Acevedo 2020 - 2023,9255,363.0,1711,6.817,-73.267,https://www.municipio.com.co/municipio-zapatoca.html,25.5
1052,Bolívar,Santander,Colombia,68101,http://www.bolivar-santander.gov.co,+5777569006,685009,Adriano Jerez Quiroga,12858,1491.0,2130,5.98897,-73.7711,https://www.municipio.com.co/municipio-bolivar-san.html,8.6
1053,Suaita,Santander,Colombia,68770,http://www.suaita-santander.gov.co,+5777580243,683047,Javier Chacón,9969,296.0,1756,6.1,-73.433,https://www.municipio.com.co/municipio-suaita.html,33.7
1054,El Playón,Santander,Colombia,68255,http://www.elplayon-santander.gov.co,+573102388547,687508,Luis Ambrosio Alarcón López,12880,459.0,433,7.47141,-73.204,https://www.municipio.com.co/municipio-el-playon.html,28.1
1055,Simacota,Santander,Colombia,68745,http://www.simacota-santander.gov.co,+5777261507,683577,Heyber Leonardo Beltran,8744,982.0,1273,6.45,-73.333,https://www.municipio.com.co/municipio-simacota.html,8.9
1056,Landázuri,Santander,Colombia,68385,http://www.landazuri-santander.gov.co,+5776232024,686027,Marlon Adrián Ballen Castellanos,13143,626.0,919,6.217,-73.817,https://www.municipio.com.co/municipio-landazuri.html,21.0
1057,La Belleza,Santander,Colombia,68377,http://www.labelleza-santander.gov.co,+5777569820,685067,Rolfe Antonio Marin Ortiz,6838,259.0,2186,5.85784,-73.9655,https://www.municipio.com.co/municipio-la-belleza.html,26.4
1058,El Carmen de Chucurí,Santander,Colombia,68235,http://www.elcarmen-santander.gov.co,+5776140580,686561,Nelson Parra Suárez,18103,914.0,768,6.7,-73.517,https://www.municipio.com.co/municipio-el-carmen-de-chucuri.html,19.8
1059,Florián,Santander,Colombia,68271,http://www.florian-santander.gov.co,+5787266028,684547,Humberto Zárate,6273,191.0,1622,5.80422,-73.9714,https://www.municipio.com.co/municipio-florian.html,32.8
1060,Curití,Santander,Colombia,68229,http://www.curiti-santander.gov.co,+577187245,682047,Carlos Fernando Marquez Ribero,12000,238.0,1499,6.60459,-73.067,https://www.municipio.com.co/municipio-curiti.html,50.4
1061,Barbosa,Santander,Colombia,68077,http://www.barbosa-santander.gov.co,+5777486341,684511,Maryury Rocio Galeano Jimenez,25768,57.0,1604,5.933,-73.617,https://www.municipio.com.co/municipio-barbosa-san.html,452.1
1062,Barichara,Santander,Colombia,68079,http://www.barichara-santander.gov.co,+5777267052,684047,Israel Alonso Agon Perez,7063,134.0,1004,6.633,-73.233,https://www.municipio.com.co/municipio-barichara.html,52.7
1063,Mogotes,Santander,Colombia,68464,http://www.mogotes-santander.gov.co,+5777279239,682501,Doryam Jovanny Rodriguez Avellaneda ,10664,484.0,1700,6.483,-72.967,https://www.municipio.com.co/municipio-mogotes.html,22.0
1064,Málaga,Santander,Colombia,68432,http://www.malaga-santander.gov.co,+5776616894,682011,Óscar Miguel Joya Arenales,18343,61.0,2202,6.7,-72.733,https://www.municipio.com.co/municipio-malaga.html,300.7
1065,Tona,Santander,Colombia,68820,http://www.tona-santander.gov.co,+5776277553,680548,Francisco Javier Gonzalez Gamboa,6651,342.0,1929,7.2,-72.967,https://www.municipio.com.co/municipio-tona.html,19.4
